name,path,label,s3
48.png,./dataset/chords/Am/48.png,Am,https://guitarchord2.s3.amazonaws.com/48.png
59.jpg,./dataset/chords/Am/59.jpg,Am,https://guitarchord2.s3.amazonaws.com/59.jpg
58.png,./dataset/chords/Am/58.png,Am,https://guitarchord2.s3.amazonaws.com/58.png
8.jpg,./dataset/chords/Am/8.jpg,Am,https://guitarchord2.s3.amazonaws.com/8.jpg
28.jpg,./dataset/chords/Am/28.jpg,Am,https://guitarchord2.s3.amazonaws.com/28.jpg
15.jpg,./dataset/chords/Am/15.jpg,Am,https://guitarchord2.s3.amazonaws.com/15.jpg
13.png,./dataset/chords/Am/13.png,Am,https://guitarchord2.s3.amazonaws.com/13.png
39.jpg,./dataset/chords/Am/39.jpg,Am,https://guitarchord2.s3.amazonaws.com/39.jpg
10.png,./dataset/chords/Am/10.png,Am,https://guitarchord2.s3.amazonaws.com/10.png
21.png,./dataset/chords/Am/21.png,Am,https://guitarchord2.s3.amazonaws.com/21.png
20.jpg,./dataset/chords/Am/20.jpg,Am,https://guitarchord2.s3.amazonaws.com/20.jpg
36.png,./dataset/chords/Am/36.png,Am,https://guitarchord2.s3.amazonaws.com/36.png
37.jpg,./dataset/chords/Am/37.jpg,Am,https://guitarchord2.s3.amazonaws.com/37.jpg
27.jpg,./dataset/chords/Am/27.jpg,Am,https://guitarchord2.s3.amazonaws.com/27.jpg
31.jpg,./dataset/chords/Am/31.jpg,Am,https://guitarchord2.s3.amazonaws.com/31.jpg
25.jpg,./dataset/chords/Am/25.jpg,Am,https://guitarchord2.s3.amazonaws.com/25.jpg
4.jpg,./dataset/chords/Am/4.jpg,Am,https://guitarchord2.s3.amazonaws.com/4.jpg
56.png,./dataset/chords/Am/56.png,Am,https://guitarchord2.s3.amazonaws.com/56.png
42.png,./dataset/chords/Am/42.png,Am,https://guitarchord2.s3.amazonaws.com/42.png
41.png,./dataset/chords/Am/41.png,Am,https://guitarchord2.s3.amazonaws.com/41.png
55.png,./dataset/chords/Am/55.png,Am,https://guitarchord2.s3.amazonaws.com/55.png
6.png,./dataset/chords/Am/6.png,Am,https://guitarchord2.s3.amazonaws.com/6.png
2.jpg,./dataset/chords/Am/2.jpg,Am,https://guitarchord2.s3.amazonaws.com/2.jpg
50.jpg,./dataset/chords/Am/50.jpg,Am,https://guitarchord2.s3.amazonaws.com/50.jpg
3.png,./dataset/chords/Am/3.png,Am,https://guitarchord2.s3.amazonaws.com/3.png
51.jpg,./dataset/chords/Am/51.jpg,Am,https://guitarchord2.s3.amazonaws.com/51.jpg
1.jpg,./dataset/chords/Am/1.jpg,Am,https://guitarchord2.s3.amazonaws.com/1.jpg
53.png,./dataset/chords/Am/53.png,Am,https://guitarchord2.s3.amazonaws.com/53.png
47.png,./dataset/chords/Am/47.png,Am,https://guitarchord2.s3.amazonaws.com/47.png
0.jpg,./dataset/chords/Am/0.jpg,Am,https://guitarchord2.s3.amazonaws.com/0.jpg
84.jpeg,./dataset/chords/F/84.jpeg,F,https://guitarchord2.s3.amazonaws.com/84.jpeg
89.png,./dataset/chords/F/89.png,F,https://guitarchord2.s3.amazonaws.com/89.png
75.png,./dataset/chords/F/75.png,F,https://guitarchord2.s3.amazonaws.com/75.png
65.png,./dataset/chords/F/65.png,F,https://guitarchord2.s3.amazonaws.com/65.png
72.jpg,./dataset/chords/F/72.jpg,F,https://guitarchord2.s3.amazonaws.com/72.jpg
99.png,./dataset/chords/F/99.png,F,https://guitarchord2.s3.amazonaws.com/99.png
67.png,./dataset/chords/F/67.png,F,https://guitarchord2.s3.amazonaws.com/67.png
61.jpeg,./dataset/chords/F/61.jpeg,F,https://guitarchord2.s3.amazonaws.com/61.jpeg
100.jpg,./dataset/chords/F/100.jpg,F,https://guitarchord2.s3.amazonaws.com/100.jpg
103.png,./dataset/chords/F/103.png,F,https://guitarchord2.s3.amazonaws.com/103.png
117.jpg,./dataset/chords/F/117.jpg,F,https://guitarchord2.s3.amazonaws.com/117.jpg
107.jpg,./dataset/chords/F/107.jpg,F,https://guitarchord2.s3.amazonaws.com/107.jpg
83.jpeg,./dataset/chords/F/83.jpeg,F,https://guitarchord2.s3.amazonaws.com/83.jpeg
104.png,./dataset/chords/F/104.png,F,https://guitarchord2.s3.amazonaws.com/104.png
74.jpeg,./dataset/chords/F/74.jpeg,F,https://guitarchord2.s3.amazonaws.com/74.jpeg
95.png,./dataset/chords/F/95.png,F,https://guitarchord2.s3.amazonaws.com/95.png
80.png,./dataset/chords/F/80.png,F,https://guitarchord2.s3.amazonaws.com/80.png
94.png,./dataset/chords/F/94.png,F,https://guitarchord2.s3.amazonaws.com/94.png
96.png,./dataset/chords/F/96.png,F,https://guitarchord2.s3.amazonaws.com/96.png
69.png,./dataset/chords/F/69.png,F,https://guitarchord2.s3.amazonaws.com/69.png
86.png,./dataset/chords/F/86.png,F,https://guitarchord2.s3.amazonaws.com/86.png
92.jpg,./dataset/chords/F/92.jpg,F,https://guitarchord2.s3.amazonaws.com/92.jpg
79.jpg,./dataset/chords/F/79.jpg,F,https://guitarchord2.s3.amazonaws.com/79.jpg
90.png,./dataset/chords/F/90.png,F,https://guitarchord2.s3.amazonaws.com/90.png
176.jpg,./dataset/chords/Dm/176.jpg,Dm,https://guitarchord2.s3.amazonaws.com/176.jpg
162.png,./dataset/chords/Dm/162.png,Dm,https://guitarchord2.s3.amazonaws.com/162.png
149.png,./dataset/chords/Dm/149.png,Dm,https://guitarchord2.s3.amazonaws.com/149.png
161.png,./dataset/chords/Dm/161.png,Dm,https://guitarchord2.s3.amazonaws.com/161.png
174.jpg,./dataset/chords/Dm/174.jpg,Dm,https://guitarchord2.s3.amazonaws.com/174.jpg
148.jpg,./dataset/chords/Dm/148.jpg,Dm,https://guitarchord2.s3.amazonaws.com/148.jpg
170.jpg,./dataset/chords/Dm/170.jpg,Dm,https://guitarchord2.s3.amazonaws.com/170.jpg
158.jpg,./dataset/chords/Dm/158.jpg,Dm,https://guitarchord2.s3.amazonaws.com/158.jpg
164.png,./dataset/chords/Dm/164.png,Dm,https://guitarchord2.s3.amazonaws.com/164.png
165.jpg,./dataset/chords/Dm/165.jpg,Dm,https://guitarchord2.s3.amazonaws.com/165.jpg
173.png,./dataset/chords/Dm/173.png,Dm,https://guitarchord2.s3.amazonaws.com/173.png
172.png,./dataset/chords/Dm/172.png,Dm,https://guitarchord2.s3.amazonaws.com/172.png
166.jpg,./dataset/chords/Dm/166.jpg,Dm,https://guitarchord2.s3.amazonaws.com/166.jpg
129.jpg,./dataset/chords/Dm/129.jpg,Dm,https://guitarchord2.s3.amazonaws.com/129.jpg
138.jpg,./dataset/chords/Dm/138.jpg,Dm,https://guitarchord2.s3.amazonaws.com/138.jpg
139.png,./dataset/chords/Dm/139.png,Dm,https://guitarchord2.s3.amazonaws.com/139.png
120.png,./dataset/chords/Dm/120.png,Dm,https://guitarchord2.s3.amazonaws.com/120.png
135.png,./dataset/chords/Dm/135.png,Dm,https://guitarchord2.s3.amazonaws.com/135.png
121.jpg,./dataset/chords/Dm/121.jpg,Dm,https://guitarchord2.s3.amazonaws.com/121.jpg
137.jpg,./dataset/chords/Dm/137.jpg,Dm,https://guitarchord2.s3.amazonaws.com/137.jpg
123.jpg,./dataset/chords/Dm/123.jpg,Dm,https://guitarchord2.s3.amazonaws.com/123.jpg
122.jpg,./dataset/chords/Dm/122.jpg,Dm,https://guitarchord2.s3.amazonaws.com/122.jpg
136.jpg,./dataset/chords/Dm/136.jpg,Dm,https://guitarchord2.s3.amazonaws.com/136.jpg
126.jpg,./dataset/chords/Dm/126.jpg,Dm,https://guitarchord2.s3.amazonaws.com/126.jpg
127.png,./dataset/chords/Dm/127.png,Dm,https://guitarchord2.s3.amazonaws.com/127.png
133.jpg,./dataset/chords/Dm/133.jpg,Dm,https://guitarchord2.s3.amazonaws.com/133.jpg
125.jpg,./dataset/chords/Dm/125.jpg,Dm,https://guitarchord2.s3.amazonaws.com/125.jpg
131.jpg,./dataset/chords/Dm/131.jpg,Dm,https://guitarchord2.s3.amazonaws.com/131.jpg
130.jpg,./dataset/chords/Dm/130.jpg,Dm,https://guitarchord2.s3.amazonaws.com/130.jpg
124.jpg,./dataset/chords/Dm/124.jpg,Dm,https://guitarchord2.s3.amazonaws.com/124.jpg
143.jpg,./dataset/chords/Dm/143.jpg,Dm,https://guitarchord2.s3.amazonaws.com/143.jpg
157.jpg,./dataset/chords/Dm/157.jpg,Dm,https://guitarchord2.s3.amazonaws.com/157.jpg
156.jpg,./dataset/chords/Dm/156.jpg,Dm,https://guitarchord2.s3.amazonaws.com/156.jpg
142.jpg,./dataset/chords/Dm/142.jpg,Dm,https://guitarchord2.s3.amazonaws.com/142.jpg
168.jpg,./dataset/chords/Dm/168.jpg,Dm,https://guitarchord2.s3.amazonaws.com/168.jpg
140.jpg,./dataset/chords/Dm/140.jpg,Dm,https://guitarchord2.s3.amazonaws.com/140.jpg
154.png,./dataset/chords/Dm/154.png,Dm,https://guitarchord2.s3.amazonaws.com/154.png
169.png,./dataset/chords/Dm/169.png,Dm,https://guitarchord2.s3.amazonaws.com/169.png
155.jpg,./dataset/chords/Dm/155.jpg,Dm,https://guitarchord2.s3.amazonaws.com/155.jpg
179.jpg,./dataset/chords/Dm/179.jpg,Dm,https://guitarchord2.s3.amazonaws.com/179.jpg
145.png,./dataset/chords/Dm/145.png,Dm,https://guitarchord2.s3.amazonaws.com/145.png
150.png,./dataset/chords/Dm/150.png,Dm,https://guitarchord2.s3.amazonaws.com/150.png
178.jpg,./dataset/chords/Dm/178.jpg,Dm,https://guitarchord2.s3.amazonaws.com/178.jpg
144.jpg,./dataset/chords/Dm/144.jpg,Dm,https://guitarchord2.s3.amazonaws.com/144.jpg
152.jpg,./dataset/chords/Dm/152.jpg,Dm,https://guitarchord2.s3.amazonaws.com/152.jpg
153.jpg,./dataset/chords/Dm/153.jpg,Dm,https://guitarchord2.s3.amazonaws.com/153.jpg
228.png,./dataset/chords/C/228.png,C,https://guitarchord2.s3.amazonaws.com/228.png
215.png,./dataset/chords/C/215.png,C,https://guitarchord2.s3.amazonaws.com/215.png
229.png,./dataset/chords/C/229.png,C,https://guitarchord2.s3.amazonaws.com/229.png
201.jpg,./dataset/chords/C/201.jpg,C,https://guitarchord2.s3.amazonaws.com/201.jpg
217.jpg,./dataset/chords/C/217.jpg,C,https://guitarchord2.s3.amazonaws.com/217.jpg
206.png,./dataset/chords/C/206.png,C,https://guitarchord2.s3.amazonaws.com/206.png
207.jpg,./dataset/chords/C/207.jpg,C,https://guitarchord2.s3.amazonaws.com/207.jpg
198.png,./dataset/chords/C/198.png,C,https://guitarchord2.s3.amazonaws.com/198.png
238.jpg,./dataset/chords/C/238.jpg,C,https://guitarchord2.s3.amazonaws.com/238.jpg
199.jpg,./dataset/chords/C/199.jpg,C,https://guitarchord2.s3.amazonaws.com/199.jpg
220.png,./dataset/chords/C/220.png,C,https://guitarchord2.s3.amazonaws.com/220.png
234.jpg,./dataset/chords/C/234.jpg,C,https://guitarchord2.s3.amazonaws.com/234.jpg
208.jpg,./dataset/chords/C/208.jpg,C,https://guitarchord2.s3.amazonaws.com/208.jpg
195.jpg,./dataset/chords/C/195.jpg,C,https://guitarchord2.s3.amazonaws.com/195.jpg
183.jpg,./dataset/chords/C/183.jpg,C,https://guitarchord2.s3.amazonaws.com/183.jpg
222.jpg,./dataset/chords/C/222.jpg,C,https://guitarchord2.s3.amazonaws.com/222.jpg
236.png,./dataset/chords/C/236.png,C,https://guitarchord2.s3.amazonaws.com/236.png
